nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-24 13:10:00",750,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-24 12:00:31",1800,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-24 14:10:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-24 13:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-24 13:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-24 13:00:44",1050,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-24 12:00:32",600,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-24 12:00:38",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-24 12:02:45",1750,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-24 12:50:00",1580,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 14:10:00",70,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 13:40:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 12:00:10",6000,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 13:40:00",240,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 13:40:00",260,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 13:00:34",3000,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 13:40:00",1820,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 13:40:00",1800,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 13:40:00",-1810,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-24 13:40:00",740,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-24 12:00:32",600,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-24 14:10:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-24 13:50:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-24 13:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-24 13:00:44",1050,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-24 12:00:32",600,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-24 12:00:38",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-24 13:00:00",1700,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-24 13:40:00",1460,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 15:10:00",70,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 14:10:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 14:00:58",6000,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 14:10:00",240,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 14:10:00",260,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 13:00:34",3000,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 14:10:00",1750,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 14:10:00",1710,"Status : Siaga 3"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 14:00:00",-1810,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-24 14:10:00",740,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-24 14:03:55",1800,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-24 15:10:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-24 15:10:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-24 14:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-24 13:00:44",1050,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-24 14:03:55",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-24 13:00:09",1900,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-24 14:00:17",1600,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-24 14:10:00",1440,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 15:40:00",70,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 14:40:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 14:00:58",6000,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 14:40:00",230,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 14:30:00",260,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 14:00:36",2900,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 14:30:00",1690,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 14:40:00",1630,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 14:40:00",-1800,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-24 14:40:00",740,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-24 14:03:55",1800,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-24 15:10:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-24 15:40:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-24 14:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-24 13:00:44",1050,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-24 14:03:55",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-24 14:00:07",1800,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-24 14:00:17",1600,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-24 14:30:00",1430,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 16:10:00",60,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 15:10:00",890,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 15:10:00",6110,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 15:00:00",230,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 15:10:00",260,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 14:00:36",2900,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 15:10:00",1590,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 15:10:00",1510,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 15:10:00",-1800,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-24 15:10:00",740,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-24 14:03:55",1800,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-24 15:10:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-24 16:00:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-24 15:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-24 13:00:44",1050,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-24 14:03:55",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-24 14:00:07",1800,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-24 14:00:17",1600,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-24 15:10:00",1430,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 16:40:00",60,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 15:40:00",1040,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 15:40:00",6110,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 15:40:00",220,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 15:40:00",260,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 15:00:31",2900,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 15:40:00",1520,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 15:40:00",1440,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 15:40:00",-1800,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-24 15:40:00",730,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-24 15:00:23",1800,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-24 16:20:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-24 16:30:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-24 15:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-24 13:00:44",1050,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-24 15:00:23",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-24 15:00:39",1700,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-24 15:00:15",1500,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-24 15:30:00",1480,"Status : Siaga 3"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 17:10:00",60,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 16:10:00",1240,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 16:10:00",6100,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 16:10:00",250,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 16:10:00",260,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 15:00:31",2900,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 16:10:00",1460,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 16:10:00",1400,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 16:10:00",-1790,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-24 16:10:00",730,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-24 15:00:23",1800,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-24 16:20:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-24 16:30:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-24 16:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-24 13:00:44",1050,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-24 15:00:23",1800,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-24 15:00:39",1700,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-24 15:00:15",1500,"Status : Siaga 2"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-24 15:50:00",0,"Status : Normal"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 17:40:00",60,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 16:40:00",1110,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 16:40:00",6090,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 16:40:00",490,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 16:40:00",260,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 16:01:54",2900,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 16:40:00",1430,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 16:40:00",1380,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 16:30:00",-1810,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-24 16:40:00",730,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-24 15:00:44",600,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-24 17:20:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-24 16:30:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-24 16:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-24 16:03:04",1000,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-24 15:00:44",600,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-24 16:00:00",1650,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-24 16:01:54",1400,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-24 15:50:00",0,"Status : Normal"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 18:10:00",60,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 17:10:00",1010,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 17:10:00",6080,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 17:10:00",710,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 17:00:00",260,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 16:01:54",2900,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 17:10:00",1380,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 17:10:00",1310,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 17:10:00",-1810,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-24 17:10:00",730,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-24 15:00:44",600,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-24 18:00:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-24 16:30:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-24 17:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-24 16:03:04",1000,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-24 15:00:44",600,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-24 17:02:23",1650,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-24 16:01:54",1400,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-24 15:50:00",0,"Status : Normal"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 18:40:00",60,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 17:40:00",960,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 17:40:00",6070,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 17:40:00",810,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 17:40:00",260,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 17:00:13",2900,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 17:30:00",1360,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 17:40:00",1300,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 17:40:00",-1820,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-24 17:40:00",760,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-24 15:04:26",550,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-24 18:00:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-24 16:30:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-24 17:30:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-24 16:03:04",1000,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-24 15:04:26",550,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-24 17:02:23",1650,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-24 17:04:26",1300,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-24 15:50:00",0,"Status : Normal"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 19:10:00",60,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 18:10:00",950,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 18:10:00",6060,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 18:10:00",860,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 18:10:00",260,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 17:00:13",2900,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 17:30:00",1360,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 18:10:00",1290,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 18:10:00",-1830,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2019-12-24 18:10:00",720,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2019-12-24 18:00:05",550,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2019-12-24 18:10:00",660,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2019-12-24 16:30:00",3440,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2019-12-24 18:00:00",0,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2019-12-24 16:03:04",1000,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2019-12-24 18:00:05",550,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2019-12-24 17:02:23",1650,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2019-12-24 17:04:26",1300,"Status : Siaga 3"
"P.A. Ancol Flusing",Ciliwung,-6.129859,106.831254,"2019-12-19 18:00:00",1770,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2019-12-24 15:50:00",0,"Status : Normal"
"PA. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2019-12-23 03:50:00",180,"Status : Normal"
"PS. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2019-12-24 19:40:00",80,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2019-12-24 18:40:00",940,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2019-12-24 18:40:00",6060,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2019-12-24 18:40:00",860,"Status : Normal"
"Pompa Cideng",Krukut,-6.173271,106.806351,"2019-12-24 18:40:00",260,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2019-12-24 18:03:46",2900,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2019-12-24 18:03:46",1280,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2019-12-24 18:40:00",1310,"Status : Normal"
"P.A. Pluit","Waduk Pluit",-6.109642,106.796954,"2019-12-24 18:40:00",-1840,"Status : Normal"
